"Dates","Category","Descript","DayOfWeek","PdDistrict","Resolution","Address","X","Y"
"2010-08-24 16:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2010-08-24 13:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","BAYVIEW","NONE","600 Block of MANSELL ST",-122.407562190265,37.7200246297486
"2010-08-24 12:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","TARAVAL","NONE","700 Block of GONZALEZ DR",-122.480606348865,37.7175185873081
"2010-08-24 06:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","BAYVIEW","NONE","700 Block of DARTMOUTH ST",-122.409683072438,37.7213765445231
"2010-08-24 04:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","BAYVIEW","NONE","CESAR CHAVEZ ST / MISSISSIPPI ST",-122.393341384199,37.7499147682266
"2010-08-24 00:01:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday","BAYVIEW","NONE","BACON ST / CAMBRIDGE ST",-122.41740848785,37.724017624917
"2010-08-23 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2010-08-23 18:50:00","WARRANTS","WARRANT ARREST","Monday","INGLESIDE","ARREST, BOOKED","200 Block of MONTEREY BL",-122.440906571765,37.731680654848
"2010-08-23 17:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2010-08-23 15:10:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","BAYVIEW","NONE","QUESADA AV / KEITH ST",-122.387729373655,37.7312323938927
"2010-08-23 11:30:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Monday","NORTHERN","ARREST, BOOKED","2000 Block of PINE ST",-122.429538846712,37.7884164529371
"2010-08-23 11:08:00","WARRANTS","WARRANT ARREST","Monday","INGLESIDE","ARREST, BOOKED","SAN JOSE AV / GENEVA AV",-122.44660721495,37.7207231268789
"2010-08-23 07:07:00","WARRANTS","WARRANT ARREST","Monday","PARK","ARREST, BOOKED","500 Block of BUENAVISTAWEST AV",-122.443194351845,37.7665428336293
"2010-08-23 06:31:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Monday","SOUTHERN","ARREST, BOOKED","6TH ST / JESSIE ST",-122.409247675547,37.7813987340892
"2010-08-23 05:00:00","WARRANTS","WARRANT ARREST","Monday","MISSION","ARREST, BOOKED","2000 Block of MISSION ST",-122.419520367886,37.764228935718
"2010-08-23 01:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","BAYVIEW","NONE","2300 Block of SAN BRUNO AV",-122.406417416535,37.733714974663
"2010-08-23 00:03:00","WARRANTS","WARRANT ARREST","Monday","SOUTHERN","ARREST, BOOKED","500 Block of 4TH ST",-122.397749284931,37.7793874256322
"2010-08-15 22:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","NORTHERN","NONE","STEINER ST / PINE ST",-122.435294117689,37.7877397170758
"2010-08-15 22:19:00","BRIBERY","CONCEAL CRIME OR WITHHOLD EVIDENCE, ACCEPTING PAYMENT TO","Sunday","SOUTHERN","ARREST, BOOKED","0 Block of 6TH ST",-122.408913229808,37.7812116507663
"2010-08-15 19:41:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Sunday","NORTHERN","ARREST, BOOKED","CALIFORNIA ST / LARKIN ST",-122.41903911933,37.7907880214451
"2010-08-15 14:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","NORTHERN","NONE","1500 Block of BAY ST",-122.43253044394,37.8032140328664
"2010-08-15 13:15:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Sunday","INGLESIDE","ARREST, BOOKED","4900 Block of MISSION ST",-122.438695075365,37.7196920262929
"2010-08-15 12:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday","RICHMOND","NONE","500 Block of JOHNFKENNEDY DR",-122.466204667893,37.7725405391593
"2010-08-15 08:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","SOUTHERN","NONE","500 Block of 7TH ST",-122.403912950405,37.773693038909
"2010-08-15 07:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","RICHMOND","NONE","FUNSTON AV / CABRILLO ST",-122.471372908785,37.7750252282436
"2010-08-15 01:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","PARK","NONE","200 Block of NOE ST",-122.433206040833,37.7646229857016
"2010-08-15 00:10:00","WARRANTS","ENROUTE TO ADULT AUTHORITY","Sunday","SOUTHERN","ARREST, BOOKED","0 Block of 9TH ST",-122.415064887666,37.7764354063246
"2010-08-14 22:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","SOUTHERN","NONE","BRANNAN ST / 5TH ST",-122.398758596964,37.776568769743
"2010-08-14 20:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","INGLESIDE","NONE","400 Block of ARGONAUT AV",-122.414855261965,37.7094116434885
"2010-08-14 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","TARAVAL","NONE","17TH AV / JUDAH ST",-122.474855539157,37.7617925511677
"2010-08-14 16:22:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Saturday","CENTRAL","NONE","500 Block of FRANCISCO ST",-122.41426677512,37.8046348825476
"2010-08-14 12:37:00","WARRANTS","WARRANT ARREST","Saturday","INGLESIDE","ARREST, BOOKED","300 Block of SAWYER ST",-122.414200995694,37.7137889657104
"2010-08-14 12:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","INGLESIDE","UNFOUNDED","0 Block of SURREY ST",-122.433828953097,37.7357415157526
"2010-08-14 11:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","SOUTHERN","NONE","10TH ST / BRYANT ST",-122.409738771906,37.7703482035454
"2010-08-14 08:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","NORTHERN","NONE","1900 Block of UNION ST",-122.431809947334,37.7975014780581
"2010-08-14 04:45:00","PROSTITUTION","LOITERING FOR PURPOSE OF PROSTITUTION","Saturday","MISSION","ARREST, BOOKED","200 Block of CAPP ST",-122.418415888321,37.7626869631943
"2010-08-14 00:30:00","PROSTITUTION","LOITERING FOR PURPOSE OF PROSTITUTION","Saturday","CENTRAL","ARREST, CITED","CALIFORNIA ST / LARKIN ST",-122.41903911933,37.7907880214451
"2010-08-13 23:57:00","WARRANTS","WARRANT ARREST","Friday","TENDERLOIN","ARREST, BOOKED","ELLIS ST / JONES ST",-122.412784096502,37.7848656939526
"2010-08-13 23:45:00","PROSTITUTION","LOITERING FOR PURPOSE OF PROSTITUTION","Friday","CENTRAL","NONE","CALIFORNIA ST / LARKIN ST",-122.41903911933,37.7907880214451
"2010-08-13 21:50:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday","BAYVIEW","NONE","22ND ST / PENNSYLVANIA AV",-122.393123359873,37.7576508232124
"2010-08-13 20:45:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Friday","MISSION","ARREST, CITED","17TH ST / SHOTWELL ST",-122.416230392543,37.7636337702985
"2010-08-13 19:23:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","SOUTHERN","ARREST, BOOKED","1000 Block of MARKET ST",-122.411339562557,37.7812707434494
"2010-08-13 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","SOUTHERN","NONE","200 Block of CLARA ST",-122.403464080033,37.7785233776032
"2010-08-13 18:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","INGLESIDE","NONE","300 Block of RAYMOND AV",-122.410253118042,37.7141401977092
"2010-08-13 16:35:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday","TARAVAL","NONE","100 Block of RAMSELL ST",-122.466121701546,37.7136096133032
"2010-08-13 11:30:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Friday","TENDERLOIN","NONE","300 Block of GOLDEN GATE AV",-122.416330278481,37.7814946497101
"2010-08-13 08:42:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Friday","TENDERLOIN","ARREST, BOOKED","300 Block of ELLIS ST",-122.411965795229,37.7849141859562
"2010-08-13 05:55:00","WARRANTS","WARRANT ARREST","Friday","BAYVIEW","ARREST, BOOKED","1300 Block of PALOU AV",-122.386204568859,37.7313790679762
"2010-08-13 01:30:00","PROSTITUTION","SOLICITS FOR ACT OF PROSTITUTION","Friday","CENTRAL","ARREST, CITED","CALIFORNIA ST / LARKIN ST",-122.41903911933,37.7907880214451
"2010-08-13 01:29:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Friday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2010-08-13 00:36:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Friday","TENDERLOIN","ARREST, BOOKED","0 Block of POWELL ST",-122.407845374111,37.7850943210103
"2010-08-12 20:30:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Thursday","INGLESIDE","NONE","0 Block of SGTJOHNVYOUNG LN",-122.444707063455,37.7249307267936
"2010-08-12 20:08:00","WARRANTS","ENROUTE TO PAROLE OFFICER","Thursday","TENDERLOIN","NONE","HYDE ST / TURK ST",-122.415694922134,37.7825851968467
"2010-08-12 17:57:00","VANDALISM","GRAFFITI ON GOVERNMENT VEHICLES OR PUBLIC TRANSPORTATION","Thursday","SOUTHERN","JUVENILE BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2010-08-12 16:30:00","VANDALISM","VANDALISM OR GRAFFITI TOOLS, POSSESSION","Thursday","MISSION","NONE","1000 Block of POTRERO AV",-122.406539115148,37.7564864109309
"2010-08-12 15:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","BAYVIEW","NONE","0 Block of BEATRICE LN",-122.380760533465,37.7310330649802
"2010-08-12 12:00:00","VANDALISM","MALICIOUS MISCHIEF, BUILDING UNDER CONSTRUCTION","Thursday","INGLESIDE","NONE","1600 Block of DIAMOND ST",-122.435709983124,37.7443688410754
"2010-08-12 11:00:00","WARRANTS","ENROUTE TO ADULT AUTHORITY","Thursday","SOUTHERN","ARREST, CITED","800 Block of MARKET ST",-122.407633520742,37.7841893501425
"2010-08-12 10:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","SOUTHERN","NONE","MAIN ST / MARKET ST",-122.396305356237,37.7932572003309
"2010-08-12 08:08:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Thursday","INGLESIDE","ARREST, BOOKED","ALEMANY BL / OCEAN AV",-122.437438118789,37.7237173829812
"2010-08-12 06:40:00","WARRANTS","WARRANT ARREST","Thursday","MISSION","ARREST, BOOKED","500 Block of SOUTH VAN NESS AV",-122.417339031772,37.7643660722829
"2010-08-12 00:40:00","WARRANTS","ENROUTE TO ADULT AUTHORITY","Thursday","BAYVIEW","ARREST, BOOKED","1700 Block of MCKINNON AV",-122.392084230651,37.7373992522935
"2010-08-12 00:13:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Thursday","CENTRAL","ARREST, BOOKED","GRANT AV / UNION ST",-122.407589113638,37.8006374058088
"2010-08-12 00:01:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday","SOUTHERN","NONE","500 Block of MISSION ST",-122.398912581875,37.7886287320653
"2010-08-11 22:55:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Wednesday","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2010-08-11 18:45:00","PROSTITUTION","LOITERING FOR PURPOSE OF PROSTITUTION","Wednesday","CENTRAL","NONE","GEARY ST / LARKIN ST",-122.418090766692,37.7861007451645
"2010-08-11 18:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Wednesday","MISSION","NONE","17TH ST / CHURCH ST",-122.42850845331,37.7628896284932
"2010-08-11 14:57:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Wednesday","SOUTHERN","ARREST, BOOKED","3RD ST / SOUTHPARK AV",-122.395067626916,37.7807018119387
"2010-08-11 13:45:00","WARRANTS","WARRANT ARREST","Wednesday","TENDERLOIN","ARREST, BOOKED","0 Block of JONES ST",-122.412054141237,37.7816136403158
"2010-08-11 13:29:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday","BAYVIEW","ARREST, BOOKED","HOOPER ST / 7TH ST",-122.398182124025,37.7690432950377
"2010-08-11 12:10:00","WARRANTS","WARRANT ARREST","Wednesday","BAYVIEW","ARREST, BOOKED","3RD ST / OAKDALE AV",-122.390697630683,37.7347969947349
"2010-08-11 08:18:00","WARRANTS","ENROUTE TO PAROLE OFFICER","Wednesday","NORTHERN","ARREST, BOOKED","WILLOW ST / FRANKLIN ST",-122.422558976929,37.7831519524218
"2010-08-11 06:50:00","WARRANTS","WARRANT ARREST","Wednesday","SOUTHERN","ARREST, BOOKED","100 Block of 6TH ST",-122.407877117352,37.7803875013555
"2010-08-11 00:40:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Wednesday","CENTRAL","ARREST, BOOKED","500 Block of BAY ST",-122.416069622787,37.8052582935955
"2010-08-11 00:05:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Wednesday","TARAVAL","NONE","1500 Block of 46TH AV",-122.505660828242,37.7576114624913
"2010-08-10 20:50:00","WARRANTS","WARRANT ARREST","Tuesday","TENDERLOIN","ARREST, BOOKED","200 Block of HYDE ST",-122.415721688006,37.7830679886919
"2010-08-10 20:15:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","SOUTHERN","ARREST, BOOKED","MARKET ST / GOLDEN GATE AV",-122.41029351969,37.7822305870036
"2010-08-10 19:00:00","VANDALISM","MALICIOUS MISCHIEF, ADULT SUSPECT","Tuesday","INGLESIDE","NONE","100 Block of MATEO ST",-122.429299065619,37.7366132045861
"2010-08-10 18:55:00","VANDALISM","GRAFFITI ON GOVERNMENT VEHICLES OR PUBLIC TRANSPORTATION","Tuesday","TARAVAL","JUVENILE CITED","OCEAN AV / LEE AV",-122.454114133559,37.7234556762132
"2010-08-10 16:56:00","WARRANTS","WARRANT ARREST","Tuesday","MISSION","ARREST, BOOKED","100 Block of ALBION ST",-122.422883130953,37.7644447722068
"2010-08-10 14:32:00","WARRANTS","WARRANT ARREST","Tuesday","TENDERLOIN","ARREST, BOOKED","LEAVENWORTH ST / TURK ST",-122.414056291891,37.7827931071006
"2010-08-10 14:01:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","MISSION","ARREST, BOOKED","1700 Block of 15TH ST",-122.423775038029,37.7664900497694
"2010-08-10 11:21:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Tuesday","NORTHERN","ARREST, BOOKED","0 Block of CEDAR ST",-122.419016755254,37.7865167265223
"2010-08-10 10:46:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Tuesday","TENDERLOIN","ARREST, BOOKED","HYDE ST / ELLIS ST",-122.416075285051,37.7844496612791
"2010-08-10 06:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","BAYVIEW","NONE","1400 Block of SHAFTER AV",-122.387977804168,37.7294150332369
"2010-08-10 00:15:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Tuesday","RICHMOND","NONE","4600 Block of GEARY BL",-122.469114632847,37.7809207816412
"2010-08-09 17:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","INGLESIDE","NONE","500 Block of MELROSE AV",-122.453248257237,37.7334477031766
"2010-08-09 14:16:00","WARRANTS","WARRANT ARREST","Monday","TENDERLOIN","ARREST, BOOKED","300 Block of ELLIS ST",-122.411965795229,37.7849141859562
"2010-08-09 09:40:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","MISSION","NONE","1900 Block of HARRISON ST",-122.413233133548,37.766061596901
"2010-08-09 02:24:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Monday","BAYVIEW","NONE","1400 Block of SILVER AV",-122.408709213605,37.7315493845227
"2010-08-09 00:42:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2010-08-09 00:01:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday","BAYVIEW","NONE","500 Block of 18TH ST",-122.388280875001,37.763131942302
"2010-08-01 23:40:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","INGLESIDE","NONE","300 Block of RICHLAND AV",-122.418424445417,37.7357439504397
"2010-08-01 21:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","NORTHERN","NONE","ELLIS ST / HOLLIS ST",-122.43005356191,37.7826724016215
"2010-08-01 19:47:00","WARRANTS","WARRANT ARREST","Sunday","MISSION","ARREST, BOOKED","1000 Block of FLORIDA ST",-122.410226186895,37.7551300034197
"2010-08-01 14:54:00","WARRANTS","WARRANT ARREST","Sunday","NORTHERN","ARREST, BOOKED","HEMLOCK ST / LARKIN ST",-122.418368839165,37.7874861572271
"2010-08-01 10:55:00","WARRANTS","WARRANT ARREST","Sunday","NORTHERN","ARREST, BOOKED","600 Block of VANNESS AV",-122.420337977211,37.7812881245951
"2010-08-01 07:19:00","WARRANTS","WARRANT ARREST","Sunday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2010-08-01 03:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Sunday","MISSION","NONE","25TH ST / DOUGLASS ST",-122.438319660058,37.7494307716806
"2010-07-31 23:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","SOUTHERN","NONE","1200 Block of MARKET ST",-122.415444159886,37.7780245674641
"2010-07-31 22:50:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","PARK","NONE","100 Block of GARDENSIDE DR",-122.444802279995,37.7541708897983
"2010-07-31 22:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","PARK","NONE","400 Block of WARREN DR",-122.462019901741,37.7580000655652
"2010-07-31 20:05:00","WARRANTS","ENROUTE TO ADULT AUTHORITY","Saturday","TENDERLOIN","ARREST, BOOKED","GOLDEN GATE AV / HYDE ST",-122.415508242782,37.7816542806076
"2010-07-31 18:45:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","SOUTHERN","ARREST, BOOKED","100 Block of KING ST",-122.390858609124,37.779096360374
"2010-07-31 18:38:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Saturday","MISSION","ARREST, BOOKED","2000 Block of MISSION ST",-122.41965834371,37.7642205603745
"2010-07-31 17:23:00","WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Saturday","SOUTHERN","ARREST, BOOKED","9TH ST / MISSION ST",-122.414714295579,37.7762310404758
"2010-07-31 11:20:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","RICHMOND","NONE","900 Block of PRESIDIO AV",-122.445993010529,37.7829798694685
"2010-07-31 11:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Saturday","BAYVIEW","ARREST, CITED","0 Block of CARR ST",-122.396888581292,37.7217457711253
"2010-07-31 09:57:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Saturday","MISSION","ARREST, BOOKED","2000 Block of MARKET ST",-122.426955631709,37.769247063207
"2010-07-31 08:00:00","WARRANTS","WARRANT ARREST","Saturday","SOUTHERN","JUVENILE BOOKED","800 Block of MARKET ST",-122.406520987144,37.7850629421661
"2010-07-31 02:42:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","BAYVIEW","NONE","700 Block of 18TH ST",-122.390230348896,37.7630101075493
"2010-07-31 00:01:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday","SOUTHERN","NONE","0 Block of CLEMENTINA ST",-122.395351491841,37.7873695918922
"2010-07-30 22:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","NORTHERN","NONE","900 Block of OFARRELL ST",-122.42037536822,37.7848006211991
"2010-07-30 21:00:00","PROSTITUTION","LOITERING FOR PURPOSE OF PROSTITUTION","Friday","MISSION","NONE","17TH ST / SHOTWELL ST",-122.416230392543,37.7636337702985
"2010-07-30 20:35:00","PROSTITUTION","LOITERING FOR PURPOSE OF PROSTITUTION","Friday","MISSION","ARREST, CITED","17TH ST / SHOTWELL ST",-122.416230392543,37.7636337702985
"2010-07-30 17:40:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","CENTRAL","NONE","500 Block of FRANCISCO ST",-122.41426677512,37.8046348825476
"2010-07-30 17:17:00","WARRANTS","WARRANT ARREST","Friday","SOUTHERN","ARREST, BOOKED","800 Block of MARKET ST",-122.406520987144,37.7850629421661
"2010-07-30 17:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","MISSION","NONE","700 Block of FLORIDA ST",-122.410965389217,37.7597503752149
"2010-07-30 15:41:00","WARRANTS","ENROUTE TO DEPARTMENT OF CORRECTIONS","Friday","SOUTHERN","ARREST, BOOKED","MARKET ST / 7TH ST",-122.412515341356,37.7804777480508
"2010-07-30 13:55:00","VANDALISM","VANDALISM OR GRAFFITI TOOLS, POSSESSION","Friday","INGLESIDE","ARREST, BOOKED","5200 Block of MISSION ST",-122.442226397949,37.7150747131897
"2010-07-30 13:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Friday","SOUTHERN","NONE","0 Block of 8TH ST",-122.413684555167,37.7777984628537
"2010-07-30 11:35:00","WARRANTS","WARRANT ARREST","Friday","BAYVIEW","ARREST, BOOKED","3RD ST / EGBERT AV",-122.3949284758,37.7239748241609
"2010-07-30 09:45:00","WARRANTS","WARRANT ARREST","Friday","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2010-07-30 09:40:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday","SOUTHERN","NONE","300 Block of BRANNAN ST",-122.393792694385,37.780568189983
"2010-07-30 08:30:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday","CENTRAL","NONE","1700 Block of THE EMBARCADERONORTH ST",-122.410774214375,37.8084350175869
"2010-07-30 06:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Friday","TENDERLOIN","ARREST, CITED","100 Block of TURK ST",-122.411593095704,37.7830529510782
"2010-07-30 03:00:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Friday","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403404791479,37.775420706711
"2010-07-30 00:01:00","VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Friday","MISSION","NONE","1000 Block of POTRERO AV",-122.406539115148,37.7564864109309
"2010-07-29 22:30:00","VANDALISM","MALICIOUS MISCHIEF, BREAKING WINDOWS","Thursday","BAYVIEW","NONE","1800 Block of 17TH ST",-122.402095694638,37.7648643472361
"2010-07-29 20:18:00","WARRANTS","ENROUTE TO ADULT AUTHORITY","Thursday","CENTRAL","ARREST, BOOKED","200 Block of GEARY ST",-122.407413025963,37.7874074125228
"2010-07-29 19:22:00","WARRANTS","WARRANT ARREST","Thursday","PARK","ARREST, BOOKED","1700 Block of FULTON ST",-122.445652525154,37.7759612670837
"2010-07-29 19:00:00","VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Thursday","NORTHERN","NONE","BUCHANAN ST / EDDY ST",-122.429042228256,37.781845649508
